id_vocab,german_word,english_word,score_before,score_before_other_language,language_asked,result,guess,question_time,write_it_again,datetime
138,der Seher,the seer,0,0,german,0,der Sehen,5,der Seher the seen der Seher,2020-09-26 14:05:12.412174
312,normal,normal,0,0,english,1,normal,10,,2020-09-26 14:05:22.836661
78,das Wort,the word,1,0,english,1,the word,3,,2020-09-26 14:05:26.492493
371,Was machst du beruflich?,What is your work?,0,0,german,0,Was ist deine Beruflich?,53,Was machst du beruflich was maschest du beruflich,2020-09-26 14:06:33.456093
413,die Eltern,the parents,0,0,english,1,the parents,4,,2020-09-26 14:06:37.561550
253,Freitag,Friday,0,0,english,1,Friday,2,,2020-09-26 14:06:40.225182
525,Januar,January,1,0,german,1,Januar,2,,2020-09-26 14:06:42.401036
535,radfahren,to cycle,0,0,english,0,the cycle,2,to cycle the cycle,2020-09-26 14:06:51.416874
31,das Camping,the camping,0,0,english,1,the camping,2,,2020-09-26 14:06:54.378928
76,das Wissen,the knowledge,0,0,german,1,das Wissen,3,,2020-09-26 14:06:57.425132
34,das Ethik,the ethique,0,0,german,0,das Ethic,2,das Ethik the ethique das Ethik,2020-09-26 14:07:06.920027
373,weil,because,1,0,english,1,because,2,,2020-09-26 14:07:09.064457
328,schon,already,0,0,english,1,already,2,,2020-09-26 14:07:11.479690
5,anrufen,to phone,0,0,english,0,to call,2,anrufen to phone anrufen,2020-09-26 14:07:18.799306
309,müde,tired,0,0,german,1,müde,3,,2020-09-26 14:07:22.591337
123,der Mann,the man,0,0,english,1,the man,2,,2020-09-26 14:07:24.792092
266,golden,golden,0,0,english,1,golden,1,,2020-09-26 14:07:26.671059
49,das Meer,the sea,0,0,english,1,the sea,1,,2020-09-26 14:07:28.639610
607,das Herz,the heart,1,0,german,1,das Herz,3,,2020-09-26 14:07:31.886457
369,warm,warm,0,0,german,1,warm,1,,2020-09-26 14:07:33.790695
160,Dezember,December,0,0,english,1,December,2,,2020-09-26 14:07:36.166677
344,stehen,to stand up,0,0,english,1,to stand up,2,,2020-09-26 14:07:38.918796
215,die Schokolade,the chocolate,0,0,german,0,die Chocolade,4,die Schkolade die Schokolade,2020-09-26 14:07:52.327982
298,ledig,single,0,0,german,1,ledig,2,,2020-09-26 14:07:54.391245
66,das Schiff,the ship,0,0,german,0,das Shift,3,das Schiff the ship das Schiff,2020-09-26 14:08:04.501656
271,Guten Abend,good evening,0,0,german,1,Guten Abend,85,,2020-09-26 14:09:29.610288
404,die Aprikose,the apricot,-1,0,german,1,die Aprikose,2,,2020-09-26 14:09:32.482000
500,brauchen,to need,0,0,english,1,to need,2,,2020-09-26 14:09:35.066567
566,lieben,to love,0,0,english,0,favorite,4,lieben to love lieben,2020-09-26 14:09:44.786001
440,grün,green,0,0,english,1,green,2,,2020-09-26 14:09:46.985631
475,das Wetter,the weather,1,0,german,1,das Wetter,2,,2020-09-26 14:09:49.761880
47,das Mädchen,the girl,0,0,english,1,the girl,2,,2020-09-26 14:09:52.305543
146,der Tee,the tea,0,0,english,1,the tea,2,,2020-09-26 14:09:54.680835
211,die Reise,the travel,0,0,german,0,der Weise,2,die reise the travel die Reise,2020-09-26 14:10:03.902660
126,der Mensch,the human,0,0,german,0,das Menschen,9,der Mensch the human der Mensch,2020-09-26 14:10:21.320214
191,die Jacke,the jacket,0,0,english,1,the jacket,2,,2020-09-26 14:10:23.990278
237,Dienstag,Tuesday,0,0,german,1,Dienstag,2,,2020-09-26 14:10:26.502947
438,viel,a lot,1,0,english,1,a lot,2,,2020-09-26 14:10:28.791568
29,das Büro,the office,1,0,german,1,das Büro,2,,2020-09-26 14:10:31.262880
554,die Woche,the week,0,0,german,1,die Woche,3,,2020-09-26 14:10:34.839509
445,das Interview,the interview,0,0,english,1,the interview,3,,2020-09-26 14:10:38.055194
179,die Fotografie,the photography,0,0,english,1,the photography,5,,2020-09-26 14:10:43.431120
273,Guten Tag,good day,0,0,english,1,good day,30,,2020-09-26 14:11:13.996352
127,der Nachmittag,the afternoon,0,0,english,0,the dessert,4,der Nachmittag the afternoon der Nachittag,2020-09-26 14:11:42.628236
70,das Sonderangebot,the special offer,0,0,english,1,the special offer,4,,2020-09-26 14:11:47.452527
497,das Buch,the book,0,0,english,1,the book,2,,2020-09-26 14:11:49.548074
292,kommen,to come,1,0,german,1,kommen,1,,2020-09-26 14:11:51.547881
230,die Tomate,the tomato,1,0,english,1,the tomato,2,,2020-09-26 14:11:54.204344
207,die Oma,the grandma,0,0,english,1,the grandma,2,,2020-09-26 14:11:57.132155
216,die Schwester,the sister,0,0,german,1,die Schwester,3,,2020-09-26 14:12:00.811736
111,der Köchenchef,the cook,0,0,english,0,the chef,3,der Köchenchef the cook der Köchenchef,2020-09-26 14:12:14.527609
353,toll,formidable,0,0,german,1,toll,2,,2020-09-26 14:12:16.739232
483,nass,wet,0,0,german,0,wet,4,nass wet nass,2020-09-26 14:12:25.185442
37,das Handtuch,the towel,-1,0,german,1,das Handtuch,4,,2020-09-26 14:12:29.737942
412,das Paar,the pair,0,0,german,1,das Paar,4,,2020-09-26 14:12:33.788287
35,das Geld,the money,0,0,german,1,das Geld,2,,2020-09-26 14:12:36.090091
294,lang,long,1,0,german,1,lang,1,,2020-09-26 14:12:37.624995
114,der Kopf,the head,0,0,english,1,the head,2,,2020-09-26 14:12:40.041931
474,der Pokal,the cup,0,0,german,0,der Cup,4,der Pokal the cup der Pokal,2020-09-26 14:12:49.294324
342,sprechen,to speak,2,0,english,1,to speak,3,,2020-09-26 14:12:52.793369
245,es tut mir leid,I'm sorry,0,0,german,0,Es tut mir leid,3,,2020-09-26 14:13:01.368776
376,wichtig,important,0,0,english,1,important,3,,2020-09-26 14:13:04.896965
329,schwarz,black,0,0,english,1,black,9,,2020-09-26 14:13:14.104388
10,auf Wiedersehen,goodbye,0,0,german,0,tschüss,5,auf Wiedersehen auf Wiedersehen,2020-09-26 14:13:30.719227
240,durst,thirsty,0,0,english,1,thirsty,40,,2020-09-26 14:14:11.437502
574,das Bett,the bed,1,0,english,1,the bed,3,,2020-09-26 14:14:14.862230
214,die Sauce,the sauce,0,0,german,1,die Sauce,3,,2020-09-26 14:14:18.158221
330,schwimmen,to swim,1,0,german,1,schwimmen,2,,2020-09-26 14:14:21.142562
370,warum,why,0,0,english,1,why,2,,2020-09-26 14:14:23.558168
433,der Kohl,the cabbage,1,0,english,1,the cabbage,3,,2020-09-26 14:14:26.701718
396,jede,each,0,0,english,1,each,2,,2020-09-26 14:14:29.309459
20,bitte sehr,you're welcome,0,0,english,1,you're welcome,12,,2020-09-26 14:14:42.269176
494,heiss,hot,0,0,german,1,heiss,8,,2020-09-26 14:14:50.684860
448,die Biologie,the biology,1,0,german,1,die Biologie,3,,2020-09-26 14:14:53.877261
222,die Sprache,the language,2,0,english,1,the language,2,,2020-09-26 14:14:56.813103
181,die Frau,the woman,0,0,german,1,die Frau,3,,2020-09-26 14:14:59.900512
274,haben,to have,2,0,german,1,haben,1,,2020-09-26 14:15:01.692463
331,schwul,gay lovers,0,0,german,1,schwul,3,,2020-09-26 14:15:04.900232
44,das Kreuz,the cross,0,0,english,1,the cross,2,,2020-09-26 14:15:07.476130
224,die Stimme,the voice,0,0,english,0,the vote,3,die Stimme the voice die Stimme,2020-09-26 14:15:18.227008
276,heissen,to be named,0,0,english,1,to be named,4,,2020-09-26 14:15:22.779682
248,fantastisch,fantastic,-1,0,english,1,fantastic,3,,2020-09-26 14:15:26.355317
416,die Wassermelone,the watermelon,-1,0,german,1,die Wassermelone,5,,2020-09-26 14:15:31.722431
83,der Arm,the arm,0,0,english,1,the arm,2,,2020-09-26 14:15:34.209770
131,der Praktikant,the intern,0,0,german,1,der Praktikant,8,,2020-09-26 14:15:42.641195
444,die Ärztin,the female doctor,1,0,english,1,the female doctor,5,,2020-09-26 14:15:48.505000
355,traurig,sad,0,0,german,1,traurig,3,,2020-09-26 14:15:52.096660
125,der Mechatroniker,the mechanic,1,0,english,1,the mechanic,3,,2020-09-26 14:15:55.177834
502,das Haus,the house,0,0,german,1,das Haus,2,,2020-09-26 14:15:57.736877
366,voll,full,0,0,english,1,full,2,,2020-09-26 14:16:00.624981
161,die Angst,the fear,2,0,english,1,the fear,3,,2020-09-26 14:16:04.424856
552,die Aubergine,the eggplant,0,0,english,1,the eggplant,7,,2020-09-26 14:16:11.776352
105,der Hund,the dog,0,0,english,1,the dog,2,,2020-09-26 14:16:14.344051
202,die Milch,the milk,0,0,english,1,the milk,2,,2020-09-26 14:16:17.206334
425,killen,to kill,0,0,english,1,to kill,2,,2020-09-26 14:16:19.424166
280,hoch,up,0,0,english,1,up,1,,2020-09-26 14:16:21.199387
