id_vocab,german,english,score_german_english,score_english_german,retry_german_english,retry_english_german,try_session_german_english,try_session_english_german
440,grün,green,1,0,2022-01-01,2022-01-01,True,False
441,hallo,hello,0,0,2022-01-01,2022-01-01,False,False
444,die Ärztin,the female doctor,2,1,2022-01-01,2022-01-01,True,False
445,das Interview,the interview,1,0,2022-01-01,2022-01-01,True,False
446,die Bohne,the bean,0,0,2022-01-01,2022-01-01,False,False
448,die Biologie,the biology,0,2,2022-01-01,2022-01-01,False,True
454,gewinnen,to win,0,0,2022-01-01,2022-01-01,False,False
458,Hilfe,Help,1,0,2022-01-01,2022-01-01,False,False
459,Mai,May,1,0,2022-01-01,2022-01-01,False,False
460,hübsch,pretty,1,0,2022-01-01,2022-01-01,False,False
464,der Blumenkohl,the cauliflower,-1,0,2022-01-01,2022-01-01,False,False
465,die Gemeinschaft,the community,0,0,2022-01-01,2022-01-01,False,False
466,der Tag,the day,0,0,2022-01-01,2022-01-01,False,False
468,das Haar,the hair,0,2,2022-01-01,2022-01-01,False,True
470,die Speisekarte,the menu,-1,0,2022-01-01,2022-01-01,False,False
471,das Museum,the museum,0,0,2022-01-01,2022-01-01,False,False
472,die Birne,the pear,0,0,2022-01-01,2022-01-01,False,False
473,die Apotheke,the pharmacy,0,0,2022-01-01,2022-01-01,False,False
474,der Pokal,the cup,2,-1,2022-01-01,2022-01-01,False,True
475,das Wetter,the weather,1,2,2022-01-01,2022-01-01,False,True
476,suchen,to search,0,-1,2022-01-01,2022-01-01,False,False
477,die Diskussion,the discussion,0,0,2022-01-01,2022-01-01,False,False
480,die Chance,the chance,0,0,2022-01-01,2022-01-01,False,False
481,die Familie,the family,0,1,2022-01-01,2022-01-01,False,False
482,die Suche,the search,0,1,2022-01-01,2022-01-01,False,False
483,nass,wet,0,-1,2022-01-01,2022-01-01,False,True
487,die Liebe,the love,0,0,2022-01-01,2022-01-01,False,False
488,das Bild,the picture,1,0,2022-01-01,2022-01-01,False,False
489,die Religion,the religion,2,0,2022-01-01,2022-01-01,False,False
490,bringen,to bring,0,0,2022-01-01,2022-01-01,False,False
491,springen,to jump,0,0,2022-01-01,2022-01-01,False,False
493,weit,far,0,0,2022-01-01,2022-01-01,False,False
494,heiss,hot,0,1,2022-01-01,2022-01-01,False,True
496,die Hand,the hand,0,-1,2022-01-01,2022-01-01,False,False
497,das Buch,the book,1,1,2022-01-01,2022-01-01,True,False
498,der See,the lake,0,0,2022-01-01,2022-01-01,False,False
500,brauchen,to need,1,2,2022-01-01,2022-01-01,True,False
501,reisen,to travel,0,0,2022-01-01,2022-01-01,False,False
502,das Haus,the house,1,1,2022-01-01,2022-01-01,False,True
503,der Kohlrabi,the kohlrabi,0,0,2022-01-01,2022-01-01,False,False
504,die Sonne,the sun,0,0,2022-01-01,2022-01-01,False,False
505,das Video,the video,0,0,2022-01-01,2022-01-01,False,False
507,der Dom,the cathedral,1,0,2022-01-01,2022-01-01,False,False
508,das Land,the country,0,0,2022-01-01,2022-01-01,False,False
509,die Grosseltern,the grand-parents,1,-1,2022-01-01,2022-01-01,False,False
510,die Magie,the magic,1,0,2022-01-01,2022-01-01,False,False
511,die Henne,the hen,0,0,2022-01-01,2022-01-01,False,False
513,das Schwimmbad,the swimming pool,-1,0,2022-01-01,2022-01-01,False,False
515,die Nektarine,the nectarine,0,0,2022-01-01,2022-01-01,False,False
517,die Zwiebel,the onion,0,-1,2022-01-01,2022-01-01,False,False
518,der Kaffee,the coffee,0,0,2022-01-01,2022-01-01,False,False
519,die Hilfe,the help,0,0,2022-01-01,2022-01-01,False,False
520,das Fleisch,the meat,1,0,2022-01-01,2022-01-01,False,False
521,das Parfüm,the perfume,0,0,2022-01-01,2022-01-01,False,False
523,gegen,against,0,1,2022-01-01,2022-01-01,False,False
524,flexibel,flexible,0,0,2022-01-01,2022-01-01,False,False
525,Januar,January,0,2,2022-01-01,2022-01-01,False,True
526,Samstag,Saturday,0,0,2022-01-01,2022-01-01,False,False
527,die Ananas,the pineapple,0,-1,2022-01-01,2022-01-01,False,False
529,der Vollmond,the full-moon,0,-1,2022-01-01,2022-01-01,False,False
531,das Kissen,the pillow,0,0,2022-01-01,2022-01-01,False,False
532,das Problem,the problem,1,0,2022-01-01,2022-01-01,False,False
535,radfahren,to cycle,-1,0,2022-01-01,2022-01-01,True,False
536,das Ritual,the ritual,0,1,2022-01-01,2022-01-01,False,False
537,Juli,July,0,1,2022-01-01,2022-01-01,False,False
538,die Fremdsprochen,the foreign language,0,0,2022-01-01,2022-01-01,False,False
541,die Treppe,the stairs,0,0,2022-01-01,2022-01-01,False,False
542,die Erdbeere,the strawberry,0,-1,2022-01-01,2022-01-01,False,False
543,fliegen,to fly,0,0,2022-01-01,2022-01-01,False,False
544,die Karotte,the carrot,1,0,2022-01-01,2022-01-01,False,False
547,der Text,the text,0,0,2022-01-01,2022-01-01,False,False
548,die Strasse,the street,0,1,2022-01-01,2022-01-01,False,False
549,das Verb,the verb,0,0,2022-01-01,2022-01-01,False,False
550,der Krieg,the war,0,0,2022-01-01,2022-01-01,False,False
552,die Aubergine,the eggplant,1,0,2022-01-01,2022-01-01,True,False
554,die Woche,the week,0,1,2022-01-01,2022-01-01,False,True
555,fragen,to ask,0,0,2022-01-01,2022-01-01,False,False
557,der Sieg,the victory,0,0,2022-01-01,2022-01-01,False,False
558,die Orange,the orange,0,0,2022-01-01,2022-01-01,False,False
563,der Traum,the dream,0,0,2022-01-01,2022-01-01,False,False
564,der Stress,the stress,0,-1,2022-01-01,2022-01-01,False,False
565,die gelbe Karte,the yellow card,0,1,2022-01-01,2022-01-01,False,False
566,lieben,to love,-1,0,2022-01-01,2022-01-01,True,False
567,meinen,to mean,0,0,2022-01-01,2022-01-01,False,False
569,billig,cheap,0,0,2022-01-01,2022-01-01,False,False
574,das Bett,the bed,2,1,2022-01-01,2022-01-01,True,False
577,der Frühling,the spring,0,2,2022-01-01,2022-01-01,False,False
582,inhalieren,to inhale,-1,0,2022-01-01,2022-01-01,False,False
585,November,November,0,1,2022-01-01,2022-01-01,False,False
587,malen,to paint,0,0,2022-01-01,2022-01-01,False,False
590,riskieren,to risk,0,0,2022-01-01,2022-01-01,False,False
591,der Designer,the designer,0,0,2022-01-01,2022-01-01,False,False
593,die Zitrone,the lemon,0,0,2022-01-01,2022-01-01,False,False
595,das Foto,the photo,0,0,2022-01-01,2022-01-01,False,False
596,kosten,to cost,0,1,2022-01-01,2022-01-01,False,False
597,überqueren,to cross,0,0,2022-01-01,2022-01-01,False,False
598,fahren,to drive,0,0,2022-01-01,2022-01-01,False,False
601,schreiben,to write,0,1,2022-01-01,2022-01-01,False,False
602,ja,yes,0,1,2022-01-01,2022-01-01,False,False
603,gestern,yesterday,0,-1,2022-01-01,2022-01-01,False,False
604,faszinierend,fascinating,0,0,2022-01-01,2022-01-01,False,False
606,das Effekt,the effect,0,0,2022-01-01,2022-01-01,False,False
607,das Herz,the heart,0,2,2022-01-01,2022-01-01,False,True
