id_vocab,german,english
1156,passieren,to happen
1157,das Abitur,the A-level
1158,der Stellplatz,the parking space
1159,vereinbaren,to arrange
1160,verlieren,to lose
1161,der Fahrkartenschalter,the ticket office
1162,das Muster,the pattern
1163,der Lebensweg,the journey through life
1164,schonen,to treat with care
1165,das Geburtsdatum,the date of birth
1166,der Tippfehler,the typing error
1167,drüben,over there
1168,die Reinigungsarbeiten,the cleaning jobs
1169,der Auszubildende,the trainee
1170,alle,all
1171,das Prüfungstraining,the exam training
1172,lückenlos,seamless
1173,die Müllabfuhr,the garbage disposal
1174,die Übersiedlung,the relocation
1175,chatten,to chat
1176,weiterhin,still
1177,trainieren,to train
1178,unterwegs,en route
1179,fortgeschritten,advanced
1180,der Vorschlag,the suggestion
1181,die Rolle,the role
1182,der Modedesigner,the fashion designer
1183,der Leser,the reader
1184,entscheiden,to decide
1185,der Umzug,the move
1186,der Arbeitsplatz,the workplace
1187,beenden,to end
1188,afrikanisch,African
1189,vorhanden,available
1190,die Arbeitsvermittlung,the employment service
1191,buchen,to book
1192,speichern,to save
1193,mitnehmen,to take with
1194,die Kenntnisse,the knowledge
1195,die Station,the station
1196,die Laufbahn,the career path
1197,der Glascontainer,the bottle bank
1198,der Integrationskurs,the integration course
1199,die Vorkenntnisse,the prior knowledge
1200,der Teil,the part
1201,das Geschlecht,the gender
1202,diskutieren,to discuss
1203,bearbeiten,to edit
1204,abmelden,to deregister
1205,die Einweihungsparty,the housewarming party
1206,sinken,to decrease
1207,die Reisemöglichkeit,the travel option
1208,die Kneipe,the pub
1209,der Frisör,the hairdresser
1210,das Berufsinformationszentrum,the career information centre
1211,der Flohmarkt,the flea market
1212,der Hausbewohner,the house resident
1213,die Nähe,the proximity
1214,die Zeitschrift,the magazine
1215,der Wunsch,the wish
1216,erfolgen,to take place
1217,die Decke,the ceiling
1218,einrichten,to furnish
1219,liefern,to supply
1220,die Architektur,the architecture
1221,die Geburtsurkunde,the birth certificate
1222,die Eheschließung,the marriage
1223,das Pech,the bad luck
1224,die Lehre,the apprenticeship
1225,hochladen,to upload
1226,reichlich,abundant
1227,der Eintritt,the entrance
1228,die Nachbarschaft,the neighbourhood
1229,unprofessionell,unprofessional
1230,die Kinokarte,the cinema ticket
1231,trennen,to separate
1232,die Arbeitsagentur,the employment agency
1233,das Einwohnermeldeamt,the registration office
1234,umsteigen,to change trains
1235,der Abschluss,the degree
1236,die Abfahrt,the departure
1237,unsympathisch,unkind
1238,schwarzfahren,to fare-dodge
1239,die Abendkasse,the box office
1240,der Neffe,the nephew
1241,das Beratungsgespräch,the consultation
1242,schaffen,to succeed
1243,wenig,little
1244,der Fahrradständer,the bicycle stand
1245,die Rente,the retirement
1246,legen,to lay
1247,beachten,to consider
1248,das Flugzeug,the plane
1249,hoffen,to hope
1250,das Chaos,the chaos
1251,das Team,the team
1252,wohl,probably
1253,unzufrieden,unsatisfied
1254,der Benutzername,the user name
1255,die Welt,the world
1256,bedeuten,to mean
1257,das Dokument,the document
1258,der Anfänger,the beginner
1259,das Kurzprogramm,the short program
1260,der Geburtsort,the place of birth
1261,rhythmisch,rhythmical
1262,die Richtung,the direction
1263,dass,that
1264,der Reisepass,the passport
1265,das Kulturcafé,the culture café
1266,persönlich,personal
1267,ausführen,to execute
1268,die Wettervorhersage,the weather forecast
1269,das Arbeitslosengeld,the unemployment benefit
1270,abgeben,to submit
1271,fliegen,to fly
1272,leidtun,to be sorry
1273,der Antragsteller,the applicant
1274,die Kursgebühr,the course fee
1275,tauschen,to swap
1276,zuhören,to listen
1277,der Nachtisch,the dessert
1278,der Realschulabschluss,the secondary school certificate
1279,der Lichtbildausweis,the photo ID
1280,der Fernbus,the long-distance bus
1281,privat,private
1282,herunterladen,to download
1283,ablehnen,to refuse
1284,klicken,to click
1285,die Mittelschule,the secondary school
1286,der Bildungsweg,the course of education
1287,der Senior,the senior
1288,mittlere,middle
1289,das Ausland,the abroad
1290,der Lieferant,the supplier
1291,zuletzt,recently
1292,die App,the app
1293,die Kleinmöbel,the small pieces of furniture
1294,wiederholen,to repeat
1295,kaufmännisch,business
1296,tippen,to type
1297,der Umzugskarton,the moving box
1298,kostenlos,free of charge
1299,deshalb,hence
1300,das Amtsdeutsch,the official German
1301,die Weiterbildung,the further training
1302,die Verabredung,the meet up
1303,das Familienbuch,the family register
1304,die Berufsschule,the vocational college
1305,das Ende,the end
1306,die Politik,the politics
1307,notieren,to note
1308,der Bereich,the area
1309,die Fitness,the fitness
1310,mitkommen,to come along
1311,schwierig,difficult
1312,aufrufen,to call up
1313,Vorbereitung,preparation
1314,umziehen,to move
1315,die Geburt,the birth
1316,das Berufsfeld,the field of work
1317,mitmachen,to participate
1318,die Vollzeitstelle,the full-time job
1319,das Straßenfest,the street party
1320,einsteigen,to board
1321,der Kommentar,the comment
1322,die Voraussetzung,the requirement
1323,das Holz,the wood
1324,verschlafen,to oversleep
1325,die Kommunikation,the communication
1326,das Kindergeld,the child allowance
1327,die Einbauküche,the built-in kitchen
1328,berufstätig,employed
1329,gehören,to belong
1330,der Treffpunkt,the venue
1331,die Integration,the integration
1332,der Ausbildungsplatz,the training place
1333,das Autofahren,the to drive a car
1334,zufrieden,satisfied
1335,das Schild,the sign
1336,der Anschlusszug,the connecting train
1337,der Biomüll,the biowaste
1338,ankommen,to arrive
1339,nervös,nervous
1340,begründen,to justify
1341,die Einwurfzeit,the time slot for putting out rubbish
1342,die Wohnungsbesichtigung,the flat viewing
1343,das Treppenhaus,the stairway
1344,ausgeben,to spend
1345,der Makler,the broker
1346,aktuell,current
1347,herein,within
1348,ankreuzen,to mark with a cross
1349,enthalten,to contain
1350,der Personalausweis,the personal ID
1351,kompakt,compact
1352,nachschauen,to look up
1353,die Küchenhilfe,the kitchen assistant
1354,mich,me
1355,jobben,to do casual work
1356,die Reservierung,the booking
1357,die Behörde,the authorities
1358,fliehen,to flee
1359,dabei,thereby
1360,ablesen,to read from
1361,der Veranstaltungstipp,the event tip
1362,der Einzug,the move in
1363,der Regen,the rain
1364,die Schulzeit,the school days
1365,die Vase,the vase
1366,sorgfältig,thoroughly
1367,googeln,to google
1368,zeitweise,occasionally
1369,die Fernwärme,the remote heating
1370,hoffentlich,hopefully
1371,die Berufsberatung,the career guidance
1372,gebraucht,used
1373,statt,instead
1374,die Dauer,the duration
1375,die Tiefgarage,the underground garage
1376,das Familienmitglied,the family member
1377,das Geburtsland,the country of birth
1378,beeilen,to hurry
1379,städtisch,urban
1380,aussteigen,to get out
1381,der Briefkasten,the mailbox
1382,die Teilzeit,the part-time
1383,die Webseite,the website
1384,erforderlich,required
1385,die Ablesung,the reading
1386,die Tonne,the barrel
1387,der Mieter,the tenant
1388,die Terminplanung,the scheduling
1389,der Cousin,the cousin
1390,das Smartphone,the smartphone
1391,das Zertifikat,the certificate
1392,das Zeitmanagement,the time management
1393,üben,to practice
1394,das Spielzeug,the toy
1395,der Tischler,the carpenter
1396,das Kennwort,the password
1397,die Störung,the disruption
1398,das Prost,the Cheers!
1399,professionell,professional
1400,beantragen,to apply for
1401,die Familienkasse,the family class
1402,der Restmüll,the residual waste
1403,das Volleyball,the volleyball
1404,erreichen,to reach
1405,international,international
1406,weiblich,female
1407,die Prüfung,the exam
1408,das Yoga,the yoga
1409,die Datei,the file
1410,der Serviceschalter,the service counter
1411,wegen,due to
1412,das Gas,the gas
1413,die Aufenthaltserlaubnis,the residence permit
1414,das Bahnfahren,the rail travel
1415,die Beratung,the counselling
1416,nämlich,namely
1417,die Vorlage,the template
1418,der Spiegel,the mirror
1419,übernehmen,to assume
1420,die Treppe,the stairs
1421,der Grund,the ground
1422,die Startseite,the homepage
1423,die Ankunft,the arrival
1424,der Zoo,the zoo
1425,vermieten,to let
1426,der Aushilfsjob,the temporary job
1427,melden,to notify
1428,die Situation,the situation
1429,die Ausländerbehörde,the immigration authorities
1430,die Vollzeit,the full-time
1431,die Kategorie,the category
1432,die Biotonne,the biowaste container
1433,die Schwiegereltern,the parents-in-law
1434,herausfinden,to find out
1435,hingehen,to go there
1436,die Stelle,the position
1437,der Bezirk,the district
1438,Spaziergang,walk
1439,der Beinbruch,the leg fracture
1440,die Hausregel,the house rule
1441,abholen,to collect
1442,die Teilzeitstelle,the part-time job
1443,der Aufenthalt,the stay
1444,die Nichte,the niece
1445,der Schaffner,the conductor
1446,der Geburtsname,the name at birth
1447,preiswert,inexpensive
1448,das Brett,the board
1449,genießen,to enjoy
1450,der Schornsteinfeger,the chimney sweep
1451,ständig,constant
1452,der Schnupperkurs,the taster course
1453,die Verspannung,the tension
1454,der Tierpfleger,the zookeeper
1455,angeben,to indicate
1456,das Fach,the subject
1457,der Ausflug,the excursion
1458,die Besprechung,the meeting
1459,griechisch,Greek
1460,die Regel,the rule
1461,die Glatze,the bald head
1462,das Kleingeld,the small change
1463,der Daumen,the thumb
1464,aufheben,to cancel
1465,der Kontoinhaber,the account holder
1466,einzahlen,to pay in
1467,folgen,to follow
1468,weglaufen,to run away
1469,der Gürtel,the belt
1470,der Dieb,the thief
1471,der Arbeitsschutz,the occupational safety
1472,die Mathearbeit,the maths test
1473,unterhalten,to entertain
1474,das Ehepaar,the married couple
1475,konzentrieren,to concentrate
1476,begleichen,to settle
1477,die Klasse,the class
1478,das Gericht,the meal
1479,das Freizeitangebot,the leisure opportunities
1480,das Gymnasium,the Grammar school
1481,das Sekretariat,the secretary's office
1482,die Akupunktur,the acupuncture
1483,hübsch,pretty
1484,die Gabel,the fork
1485,massieren,to massage
1486,manche,some
1487,die Kundenreferenz,the customer reference
1488,die Mehrfachsteckdose,the power strip
1489,die Sicherheit,the security
1490,der Vegetarier,the vegetarian
1491,ungarisch,Hungarian
1492,der Zahlungsempfänger,the payee
1493,der Zeitungsartikel,the newspaper article
1494,reizen,to irritate
1495,der Teenager,the teenager
1496,das Tattoo,the tattoo
1497,die Vorschrift,the regulation
1498,die Accessoires,the accessories
1499,übrigens,by the way
1500,das Verhalten,the behaviour
1501,glatt,smooth
1502,der Jugendliche,the youth
1503,die Maus,the mouse
1504,das Protokoll,the protocol
1505,die Anweisung,the instruction
1506,telefonisch,by telephone
1507,die Badesachen,the swimwear
1508,die Realschule,the secondary modern school
1509,der Polizist,the policeman
1510,das Konto,the account
1511,der Kopfhörer,the headphones
1512,formell,formula
1513,die Tischdecke,the tablecloth
1514,kopieren,to copy
1515,die Chemie,the chemistry
1516,der Löffel,the spoon
1517,das Personalbüro,the personnel office
1518,die Hautpflege,the skin care
1519,der Pfennig,the penny
1520,monatlich,monthly
1521,basteln,to do crafts
1522,vermeiden,to avoid
1523,knackig,crispy
1524,die Grillzange,the barbecue tong
1525,das Schaubild,the diagram
1526,der Bankschalter,the bank counter
1527,lockig,curly
1528,befriedigend,satisfactory
1529,der Boden,the floor
1530,das Hausmittel,the home remedy
1531,blond,blond
1532,während,during
1533,frittieren,to fry
1534,die Rückenmuskulatur,the back muscles
1535,die Schwellung,the swelling
1536,gestalten,to design
1537,laufen,to run
1538,der Poetry-Slam,the poetry slam
1539,die Nachbereitung,the follow-up
1540,abheben,to withdraw
1541,klagen,to sue
1542,das Diplom,the diploma
1543,das Girokonto,the current account
1544,der Arbeitsauftrag,the work order
1545,verbessern,to improve
1546,die Nachhilfe,the private tuition
1547,das Camping,the camping
1548,der Reichtum,the wealth
1549,entspannen,to relax
1550,der Kumpel,the mate
1551,das Schach,the chess
1552,die Überwachungskamera,the CCTV
1553,der BIC,the BIC
1554,eröffnen,to open
1555,das Hauptgericht,the main meal
1556,gewinnen,to win
1557,das Online-Banking,the online banking
1558,die Überweisung,the transfer
1559,die Kundenbetreuung,the customer support
1560,dünn,thin
1561,der Tänzer,the dancer
1562,darin,in it
1563,aggressiv,aggressive
1564,der Respekt,the respect
1565,verabschieden,to adopt
1566,das Hufeisen,the horseshoe
1567,engagieren,to engage
1568,der Bildschirm,the screen
1569,olympisch,olympic
1570,heraussuchen,to pick out
1571,der Überfall,the robbery
1572,der Elternabend,the parent's evening
1573,die Werbeagentur,the marketing agency
1574,erwarten,to wait for
1575,das Feuerzeug,the lighter
1576,das Spielfeld,the playing field
1577,der Internetzugang,the internet access
1578,verbringen,to spend time
1579,normal,normal
1580,der Sieg,the victory
1581,verboten,to forbid
1582,das Sparkonto,the savings account
1583,streng,strict
1584,der Außendienst,the sales representatives
1585,der Modeschmuck,the fashion jewellry
1586,die Aubergine,the aubergine
1587,die Meditation,the meditation
1588,gestreift,striped
1589,die Eingabe,the input
1590,die Leidenschaft,the passion
1591,anerkannt,recognised
1592,das Glück,the luck
1593,die Sportart,the type of sport
1594,der Arbeitgeber,the employer
1595,der Entwurf,the draft
1596,unfair,unfair
1597,einfarbig,monochromatic
1598,der Elternsprechtag,the parent-teacher day
1599,das Mädchen,the girl
1600,der Feuerlöscher,the fire extinguisher
1601,unterstützen,support
1602,die Parfümerie,the perfumery
1603,daheim,at home
1604,die Tischdekoration,the table decoration
1605,scharf,spicy
1606,leihen,to lend
1607,die Gastronomie,the gastronomy
1608,der Kontoauszug,the account statement
1609,das Volleyballspiel,the volley ball game
1610,stoßen,to encounter
1611,das Marketing,the marketing
1612,die Entspannung,the relaxation
1613,die Versicherung,the insurance
1614,die Pflicht,the duty
1615,der Saal,the hall
1616,der Vokabeltest,the vocabulary test
1617,werfen,to throw
1618,dagegen,in contrast
1619,das Besteck,the cutlery
1620,die Schulform,the type of school
1621,mitschreiben,to take notes
1622,der Bericht,the report
1623,der Veranstaltungshinweis,the event information
1624,die Fachhochschulreife,the technical college certificate
1625,plötzlich,suddenly
1626,betreffen,to relate to
1627,hochlegen,to elevate
1628,die Girocard,the girocard
1629,die Angst,the fear
1630,trotzdem,despite
1631,der Nulltarif,the zero tariff rate
1632,wandern,to hike
1633,der Zeuge,the witness
1634,umfangreich,comprehensive
1635,die Currywurst,the currywurst
1636,irgendwo,somewhere
1637,der Knöchel,the knuckle
1638,die Kerze,the candle
1639,wirklich,really
1640,überweisen,to transfer
1641,das Fast Food,the fast food
1642,die Kamera,the camera
1643,entlang,along
1644,indirekt,indirect
1645,die Uniform,the uniform
1646,die Dame,the lady
1647,der Versicherungsnehmer,the policy holder
1648,der Täter,the culprit
1649,der Eiswürfel,the ice cube
1650,die Haut,the skin
1651,die Note,the mark
1652,der Muskel,the muscle
1653,freiwillig,voluntary
1654,die Tagesordnung,the daily schedule
1655,jederzeit,anytime
1656,die Umfrage,the survey
1657,niemand,nobody
1658,braten,to roast
1659,die Steuer,the tax
1660,der Integrationsverein,the integration association
1661,belegen,to prove
1662,die Flipflops,the flip flops
1663,das Tier,the animal
1664,die Münze,the coin
1665,die Krawatte,the tie
1666,gefährden,to endanger
1667,verteilen,to distribute
1668,die Vergangenheit,the past
1669,die Grillsoße,the barbecue sauce
1670,gepunktet,spotty
1671,der Englischlehrer,the English teacher
1672,stehlen,to steal
1673,die Kundennummer,the customer number
1674,die Vermeidung,the avoidance
1675,die Elektrik,the electrics
1676,das Modegeschäft,the fashion shop
1677,jeweils,respectively
1678,die Abteilung,the department
1679,der Verwendungszweck,the purpose
1680,schieben,to shut
1681,die Rechnung,the bill
1682,zurückgeben,to return
1683,der Wanderschuh,the hiking shoes
1684,die Haarpflege,the hair care
1685,damals,back then
1686,der Beauftragte,the agent
1687,folgend,following
1688,bunt,colourful
1689,der Interviewpartner,the interview partner
1690,der Laptop,the laptop
1691,die Basis,the basis
1692,jährlich,annually
1693,das Sparschwein,the piggy bank
1694,stärken,to strengthen
1695,die Physik,the physics
1696,das Navigationsgerät,the navigation device
1697,das Freizeitvergnügen,the pastime
1698,spätestens,at the latest
1699,der Vortrag,the presentation
1700,der Schrei,the scream
1701,die Verabschiedung,the approval
1702,die Armut,the poverty
1703,die Kreditkarte,the credit card
1704,der Sportverein,the sports club
1705,der Anrufer,the caller
1706,die Gebühr,the fee
1707,das Lieblingsfach,the favourite subject
1708,der Rechnungsbetrag,the invoice amount
1709,fit,fit
1710,hinfallen,to fall over
1711,das Küchengerät,the kitchen appliance
1712,holen,to fetch
1713,die Shorts,the shorts
1714,der Brandfall,the case of fire
1715,reich,rich
1716,die Schuhgröße,the shoe size
1717,der Geldautomat,the cash machine
1718,die Gesamtschule,the comprehensive school
1719,die Erdkunde,the geography
1720,die Bestellnummer,the order number
1721,die Rückfrage,the query
1722,der Pilot,the pilot
1723,segeln,to sail
1724,kontrollieren,to monitor
1725,die Zucchini,the zucchini
1726,der Korb,the basket
1727,die Kosmetiktasche,the cosmetic bag
1728,das Kleeblatt,the cloverleaf
1729,die Taste,the button
1730,der Berufswunsch,the career aspiration
1731,der Sportunterricht,the sports lessons
1732,der Toaster,the toaster
1733,die Kontonummer,the account number
1734,der Ausgleich,the balance
1735,deutlich,clearly
1736,egal,equal
1737,der Appetit,the appetite
1738,die TAN,the TAN
1739,das Bargeld,the cash
1740,der Fotograf,the photographer
1741,das Gipsbein,the leg in plaster
1742,der Grill,the barbecue
1743,die Band,the band
1744,überlasten,to overload
1745,der Bart,the beard
1746,das Vanilleeis,the vanilla ice cream
1747,das Bundesland,the federal state
1748,die Aktivität,the activity
1749,der Versuch,the attempt
1750,der Brand,the fire
1751,erlauben,to allow
1752,der Chor,the choir
1753,die Vorlesung,the lecture
1754,mitfahren,to travel with
1755,die Rechnungsnummer,the invoice number
1756,die Broschüre,the brochure
1757,der Blick,the view
1758,der Schnurrbart,the moustache
1759,der Ohrring,the earring
1760,die Innenstadt,the city centre
1761,herrlich,delightful
1762,der Ratschlag,the piece of advice
1763,verschreiben,to prescribe
1764,vegetarisch,vegetarian
1765,das Make-up,the make up
1766,die Massage,the massage
1767,das Kreditinstitut,the credit institute
1768,das Kompliment,the compliment
1769,die Süßigkeiten,the sweets
1770,die Alternative,the alternative
1771,das Halbjahr,the half-year
1772,bereit,ready
1773,der Werbeflyer,the flyer
1774,der Babysitter,the babysitter
1775,drücken,to press
1776,der Junge,the boy
1777,brennen,to burn
1778,teilnehmen,to take part
1779,die Teilnahmebescheinigung,the participation certificate
1780,das Geschirr,the crockery
1781,der Rettungswagen,the ambulance
1782,die Elektronik,the electronics
1783,bummeln,to stroll
1784,interessieren,to interest
1785,der PIN,the PIN
1786,traurig,sad
1787,das Steak,the steak
1788,reagieren,to react
1789,asiatisch,asian
1790,erledigen,to manage to
1791,die Übelkeit,the nausea
1792,nähen,to sew
1793,die Geschichte,the history
1794,das Schulsystem,the school system
1795,außer,apart from
1796,das Open-Air-Konzert,the open air concert
1797,die IBAN,the IBAN
1798,mobil,portable
1799,gesundheitlich,hygienic
1800,der Snack,the snack
1801,aufpassen,to watch out
1802,die Gemüselasagne,the vegetable lasagne
1803,bar,in cash
1804,träumen,to dream
1805,der Tanzkurs,the dance class
1806,der Personalleiter,the head of personnel
1807,der Arbeitsbeginn,the start of work
1808,die Teilnahme,the participation
1809,das Mineralwasser,the mineral water
1810,die Kunst,the art
1811,die Fachhochschule,the technical college
1812,der Babyartikel,the baby items
1813,die Therapie,the therapy
1814,anfordern,to request
1815,schlank,slim
1816,hiermit,hierwith
1817,die Brandbekämpfung,the fire fighting
1818,betätigen,to operate
1819,die Personalabteilung,the personnel department
1820,die Lust,the desire
1821,lösen,to solve
1822,der Kabelsalat,the cable tangle
1823,die Kostenerstattung,the reimbursement of costs
1824,nutzen,useage
1825,der Stiefel,the boot
1826,überfallen,to attack
1827,kariert,checkered
1828,der Unterschied,the difference
1829,der Rat,the advice
1830,das Schnäppchen,the deal
1831,die Hektik,the rush
1832,der Fluss,the river
1833,die Bankkarte,the bank card
1834,turnen,to do gymnastics
1835,das Messer,the knife
1836,kompliziert,complicated
1837,kommunizieren,to communicate
1838,ungenügend,unsatisfactory
1839,die Behandlung,the treatment
1840,das Überweisungsformular,the bank transfer form
1841,das Gold,the gold
1842,unbürokratisch,unbureaucratic
1843,vorbeikommen,to drop by
1844,der Fahrradhelm,the cycle helmet
1845,die Geldbörse,the purse
1846,das Silber,the silver
1847,nachher,afterwards
1848,die Meinung,the opinion
1849,der Arbeitsvertrag,the work contract
1850,die Regie,the management
1851,selber,by oneself
1852,der Brandmelder,the fire alarm
1853,der Wecker,the alarm
1854,schlafengehen,to go to sleep
1855,bewahren,to save from
1856,schick,chic
1857,nennen,to name
1858,das Basketball,the basketball
1859,die Gymnastik,the gymnastics
1860,die Filiale,the branch
1861,der Anruf,the call
1862,bereitstellen,to make ready
1863,die Grafik,the graphics
1864,dick,fat
1865,schlagen,to hit
1866,die Spielwaren,the toys
1867,die Biologie,the biology
1868,die Freizeit,the free time
1869,kühlen,to cool
1870,der Duft,the smell
1871,der Aufzug,the lift
1872,die Naturkosmetik,the natural cosmetics
1873,hierzu,hereto
1874,erstatten,to compensate
1875,eingeben,to input
1876,die Schmerztablette,the pain medication
1877,abschalten,to switch off
1878,die Gulaschsuppe,the goulash soup
1879,der Sozialpädagoge,the social education worker
1880,kennzeichnen,to mark
1881,surfen,to surf
1882,die Kraft,the power
1883,die Ausrüstung,the equipment
1884,der Sportplatz,the sports field
1885,die Freizeitaktivität,the free time activities
1886,die Schulpflicht,the compulsory school attendance
1887,eigen,own
1888,der Vorteil,the advantage
1889,das Teelicht,the tea light
1890,der Tango,the tango
1891,formulieren,to formulate
1892,gemischt,mixed
1893,der Grafiker,the graphic designer
1894,umknicken,to fold over
1895,das Pilates,the pilates
1896,der Vertrieb,the sales
1897,empfindlich,sensitive
1898,die Religion,the religious studies
1899,das Sportergebnis,the sports result
1900,stecken,to put
1901,die Kostenübernahme,the cost transfer
1902,fantastisch,fantastic
1903,die Flamme,the flame
1904,der Ofen,the oven
1905,ärgern,to annoy
1906,damit,so that
1907,der Einlass,the admission
1908,gesund,healthy
1909,der Grillplatz,the barbecue area
1910,bargeldlos,cashless
1911,der Laden,the premises
1912,die Kontoverbindung,the account connection
1913,ausgezeichnet,excellent
1914,der Gegensatz,the contrast
1915,die Buchhaltung,the accountant
1916,der Schafskäse,the feta cheese
1917,vorbereiten,to prepare
1918,anhaben,to be wearing
1919,normalerweise,normally
1920,die Umkleide,the changing room
1921,das Schnitzel,the schnitzel
1922,das Handgelenk,the wrist
1923,vermitteln,to procure
1924,ausmachen,to account for
1925,das Duschgel,the shower gel
1926,weggehen,to go away
1927,schlachten,to slaughter
1928,die Grillkohle,the barbecue coal
1929,höflich,polite
1930,der Schmuck,the jewellry
1931,die Pfanne,the pan
1932,das Schaufenster,the shop window
1933,die Nebenwirkung,the side effect
1934,die Lieblingsfarbe,the favourite colour
1935,der Brandschutz,the fire prevention
1936,der Klassenlehrer,the class teacher
1937,der Versicherungstarif,the insurance tariff
1938,die Klassenarbeit,the classwork
1939,die Steckdose,the socket
1940,der Bankkaufmann,the banker
1941,verlegen,to reschedule
1942,das Gedicht,the poem
1943,die Kindertagesstätte,the nursery school
1944,wunderbar,wonderful
1945,der Schulleiter,the headteacher
1946,die Bankleitzahl,the sort code
1947,die Unterwäsche,the underwear
1948,die Wärmflasche,the hot water bottle
1949,die Apfelschorle,the apple spritzer
1950,das Abgas,the exhaust gas
1951,betreten,to enter
1952,der Protest,the protest
1953,die Zimmerlautstärke,the room volume
1954,der Mauerfall,the fall of the Berlin wall
1955,beliebt,popular
1956,die Auswahl,the selection
1957,unglaublich,unbelievable
1958,aufschreiben,to write down
1959,der Tierschutz,the animal protection
1960,berechtigt,justified
1961,das Ergebnis,the result
1962,aufteilen,to divide
1963,hart,hard
1964,die Detektivgeschichte,the detective story
1965,falls,in case
1966,spannend,exciting
1967,widerrufen,disclaimer
1968,das Handgepäck,the hand luggage
1969,die Mehrkosten,the extra costs
1970,der Meerblick,the seaview
1971,die Anprobe,the fitting room
1972,die Statistik,the statistics
1973,dramatisch,dramatic
1974,die Erde,the earth
1975,die Artikelnummer,the item number
1976,tatsächlich,actual
1977,die Sauberkeit,the cleanliness
1978,das Lagerfeuer,the campfire
1979,der Kaffeefilter,the coffee filter
1980,verschmutzen,to contaminate
1981,der Verbraucher,the consumer
1982,die Umweltverschmutzung,the environmental pollution
1983,die Kindheit,the childhood
1984,wegschmeißen,to chuck out
1985,die Gewohnheit,the habit
1986,die Solarenergie,the solar energy
1987,der Wertstoff,the recyclable material
1988,die Erinnerung,the memory
1989,das Zelt,the tent
1990,vermischen,to mix
1991,die Taschenlampe,the torch
1992,irgendwann,at some point
1993,der Wirbelsturm,the hurricane
1994,das Altpapier,the waste paper
1995,das Meerschweinchen,the guinea pig
1996,demokratisch,democratic
1997,die NATO,the NATO
1998,die Wandertour,the walking tour
1999,der Mauerbau,the building of the wall
2000,einlegen,to insert
2001,die Ruhezeit,the rest period
2002,der Bürger,the citizen
2003,das Gepäck,the luggage
2004,die Freude,the joy
2005,stinken,to stink
2006,umgehen,to go round
2007,lieferbar,in stock
2008,die Konservendose,the preserving jars
2009,die Pappe,the cardboard
2010,die Alliierte,the ally
2011,gründen,to establish
2012,befragen,to consult
2013,fristlos,without notice
2014,befestigen,to secure
2015,das Taschenmesser,the pocket knife
2016,einfallen,to occur
2017,die Beschimpfung,the swear
2018,treu,faithful
2019,recyceln,to recycle
2020,die Retoure,the return order
2021,schießen,to shoot
2022,die Gepäckausgabe,the baggage reclaim
2023,verwerten,to exploit
2024,die Herstellung,the manufacture
2025,die DVD,the DVD
2026,die Luft,the air
2027,der Zuschlag,the fees
2028,die Krippe,the crib
2029,der Nationalsozialismus,the national socialism
2030,historisch,historical
2031,verhaften,to arrest
2032,die Rücksendung,the return delivery
2033,der Sondermüll,the hazardous waste
2034,schädigen,to damage
2035,die Euroeinführung,the introduction of the Euro
2036,der Bewohner,the resident
2037,der Sonnenschirm,the parasol
2038,der Kauf,the purchase
2039,die Niederlage,the defeat
2040,zurückschicken,to send back
2041,die Komödie,the comedy
2042,das Kriegsende,the end of war
2043,die Migration,the migration
2044,die Demonstration,the demonstration
2045,stören,to disturb
2046,verdrängen,to suppress
2047,der Kandidat,the candidate
2048,der Verstoß,the violation
2049,die Zigarettenkippe,the cigarette butts
2050,der Sieger,the winner
2051,der Flüchtling,the refugee
2052,portofrei,postage paid
2053,die Ausnahme,the exception
2054,schmutzig,dirty
2055,sinnlos,meaningless
2056,beobachten,to observe
2057,die Nachkriegszeit,the post-war years
2058,zugeben,to admit
2059,die Arbeitslosigkeit,the unemployment
2060,einhalten,to comply
2061,eher,rather
2062,das Altöl,the waste oil
2063,die Staatsgründung,the formation of a state
2064,der Ärger,the trouble
2065,die Einwanderung,the immigration
2066,der Gegenstand,the object
2067,angenehm,pleasant
2068,eventuell,possible
2069,die Serie,the series
2070,unentschieden,undecided
2071,anfangs,initially
2072,wiedervereinigen,to re-unify
2073,produzieren,to produce
2074,das Metall,the metal
2075,der Deckel,the lid
2076,der Zoll,the customs
2077,erwähnen,to mention
2078,behalten,to keep
2079,das Autorennen,the motor racing
2080,die Übertragung,the transmission
2081,das Gepäckband,the luggage belt
2082,die Chemikalie,the chemicals
2083,einsperren,to confine
2084,bohren,to drill
2085,das Weltall,the space
2086,total,totally
2087,umgehend,immediately
2088,die Übernachtung,the overnight stay
2089,die Besatzungszone,the occupied zone
2090,die Reiseplanung,the travel planning
2091,die Wolke,the cloud
2092,klug,clever
2093,der Krimi,the crime thriller
2094,versandkostenfrei,free of shipping costs
2095,die Sorge,the worry
2096,die Eierschale,the egg shell
2097,schützen,to protect
2098,die Passkontrolle,the passport control
2099,der Schiedsrichter,the referee
2100,der Fan,the fan
2101,der Katalog,the catalogue
2102,die Notunterkunft,the emergency accommodation
2103,der Flug,the flight
2104,das Alter,the age
2105,sauer,sour
2106,das Doppelbett,the double bed
2107,beschweren,to complain
2108,die Kundenbefragung,the customer survey
2109,das Reisebüro,the travel agency
2110,die Arbeitskraft,the workforce
2111,protestieren,to protest
2112,die Zahlung,the payment
2113,die Bundesrepublik,the federal republic
